dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-05,2025-08-05 15:52:56,CUST000000263186,648474,2,2000000461250,1,INR,2611,14%,113,app,
2025-08-05,2025-08-05 11:11:32,CUST000000129680,648475,1,2000000265650,1,USD,$22,6%,3,app,
2025-08-05,2025-08-05 17:55:16,CUST000000025640,648476,1,2000000160740,1,GBP,2,0%,1,app,
2025-08-05,2025-08-05 20:13:47,CUST000000200257,648477,1,2000000247878,Two,INR,92081,1%,21874,app,NEW10
2025-08-05,2025-08-05 03:35:06,CUST000000288236,648478,1,2000000131702,1,AUD,78,12%,13,app,NEW10
2025-08-05,2025-08-05 03:35:06,CUST000000288236,648478,2,2000000464435,Two,AUD,290,1%,70,app,NEW10
2025-08-05,2025-08-05 03:35:06,CUST000000288236,648478,3,2000000342559,1,AUD,211,9%,24,app,NEW10
2025-08-05,2025-08-05 04:30:06,CUST000000171615,648479,1,2000000424026,1,INR,78614,10%,3529,web,
2025-08-05,2025-08-05 04:30:06,CUST000000171615,648479,2,2000000449968,1,INR,2534,11%,407,web,
2025-08-05,2025-08-05 22:35:45,CUST000000235570,648480,1,2000000301464,3,USD,$66,21%,29,app,NEW10
2025-08-05,2025-08-05 13:15:22,CUST000000143045,648481,1,2000000317540,1,USD,$59,0%,8,app,NEW10
2025-08-05,2025-08-05 18:29:12,CUST000000149731,648482,1,2000000434117,1,GBP,4,1%,1,web,
2025-08-05,2025-08-05 18:29:12,CUST000000149731,648482,2,2000000411958,Two,GBP,19,19%,4,web,
2025-08-05,2025-08-05 18:29:12,CUST000000149731,648482,3,2000000091907,1,GBP,8,9%,1,web,
2025-08-05,2025-08-05 18:29:12,CUST000000149731,648482,4,2000000079448,1,GBP,9,9%,2,web,
2025-08-05,2025-08-05 08:11:27,CUST000000024452,648483,1,2000000462103,Two,INR,551,0%,133,app,FEST20
2025-08-05,2025-08-05 08:11:27,CUST000000024452,648483,2,2000000324890,Two,INR,2169,4%,749,app,FEST20
2025-08-05,2025-08-05 08:11:27,CUST000000024452,648483,3,2000000269276,1,INR,1400,3%,68,app,FEST20
2025-08-05,2025-08-05 14:27:21,CUST000000129251,648484,1,2000000190846,1,GBP,501,0%,25,app,
2025-08-05,2025-08-05 14:27:21,CUST000000129251,648484,2,2000000209739,1,GBP,366,6%,62,app,
2025-08-05,2025-08-05 14:27:21,CUST000000129251,648484,3,2000000196190,1,GBP,21,3%,3,app,
2025-08-05,2025-08-05 12:10:55,CUST000000249218,648485,1,2000000254685,4,INR,942,10%,171,app,PRIME5
2025-08-05,2025-08-05 15:11:41,CUST000000122192,648486,1,2000000334011,1,USD,$1101,16%,111,web,FEST20
2025-08-05,2025-08-05 15:11:41,CUST000000122192,648486,2,2000000121079,1,USD,$14,6%,2,web,FEST20
2025-08-05,2025-08-05 20:24:05,CUST000000093137,648487,1,2000000417165,1,INR,5790,17%,242,web,
2025-08-05,2025-08-05 01:14:53,CUST000000287418,648488,1,2000000362519,1,AED,315,15%,33,app,PRIME5
2025-08-05,2025-08-05 05:12:55,CUST000000257655,648489,1,2000000036120,1,CAD,613,0%,74,app,
2025-08-05,2025-08-05 08:35:15,CUST000000029493,648490,1,2000000240824,1,INR,16792,11%,750,app,
2025-08-05,2025-08-05 20:08:40,CUST000000116472,648491,1,2000000092140,1,USD,$38,6%,2,app,
2025-08-05,2025-08-05 20:08:40,CUST000000116472,648491,2,2000000138176,1,USD,$23,12%,3,app,
2025-08-05,2025-08-05 20:08:40,CUST000000116472,648491,3,2000000485997,Two,USD,$17,0%,7,app,
2025-08-05,2025-08-05 16:50:37,CUST000000270464,648492,1,2000000335001,1,INR,2354,18%,348,web,SAVE50
2025-08-05,2025-08-05 06:10:06,CUST000000065615,648493,1,2000000103617,1,GBP,12,17%,2,web,
2025-08-05,2025-08-05 09:24:06,CUST000000196640,648494,1,2000000293080,1,INR,661,3%,78,app,FEST20
2025-08-05,2025-08-05 07:08:00,CUST000000022740,648495,1,2000000342634,Two,USD,$355,9%,78,web,SAVE50
2025-08-05,2025-08-05 15:48:15,CUST000000101883,648496,1,2000000124582,1,USD,$25,7%,5,web,
2025-08-05,2025-08-05 15:48:15,CUST000000101883,648496,2,2000000050034,1,USD,$57,29%,8,web,
2025-08-05,2025-08-05 03:08:49,CUST000000150356,648497,1,2000000053288,1,INR,299,3%,53,app,
2025-08-05,2025-08-05 03:08:49,CUST000000150356,648497,2,2000000211312,Two,INR,55741,4%,5344,app,
2025-08-05,2025-08-05 10:00:38,CUST000000114895,648498,1,2000000239231,4,INR,2621,7%,490,app,
2025-08-05,2025-08-05 01:15:59,CUST000000100872,648499,1,2000000209371,1,INR,2761,0%,332,app,NEW10
2025-08-05,2025-08-05 05:27:58,CUST000000089354,648500,1,2000000240053,4,INR,327,22%,122,app,NEW10
2025-08-05,2025-08-05 05:27:58,CUST000000089354,648500,2,2000000222493,1,INR,4383,17%,657,app,NEW10
2025-08-05,2025-08-05 05:27:58,CUST000000089354,648500,3,2000000220505,1,INR,39921,10%,6434,app,NEW10
2025-08-05,2025-08-05 05:27:58,CUST000000089354,648500,4,2000000023861,1,INR,5782,8%,267,app,NEW10
2025-08-05,2025-08-05 18:13:34,CUST000000025633,648501,1,2000000322971,1,INR,1960,17%,294,app,
2025-08-05,2025-08-05 10:34:44,CUST000000011438,648502,1,2000000430201,1,AUD,42,0%,6,app,
2025-08-05,2025-08-05 10:34:44,CUST000000011438,648502,2,2000000216874,1,AUD,20,7%,4,app,
2025-08-05,2025-08-05 10:34:44,CUST000000011438,648502,3,2000000108421,1,AUD,1787,19%,175,app,
2025-08-05,2025-08-05 10:34:44,CUST000000011438,648502,4,2000000396705,1,AUD,803,17%,34,app,
2025-08-05,2025-08-05 21:04:15,CUST000000185620,648503,1,2000000453583,1,INR,939,17%,40,web,
2025-08-05,2025-08-05 21:04:15,CUST000000185620,648503,2,2000000369389,1,INR,102850,0%,18514,web,
2025-08-05,2025-08-05 10:13:53,CUST000000196961,648504,1,2000000334059,1,INR,8590,14%,891,web,NEW10
2025-08-05,2025-08-05 23:19:40,CUST000000145692,648505,1,2000000497495,1,GBP,462,0%,84,app,
2025-08-05,2025-08-05 23:30:04,CUST000000091095,648506,1,2000000029559,1,INR,54835,0%,6581,app,SAVE50
2025-08-05,2025-08-05 01:34:55,CUST000000208431,648507,1,2000000439495,1,SGD,65,6%,12,app,
2025-08-05,2025-08-05 12:01:52,CUST000000002155,648508,1,2000000171678,1,INR,89126,22%,8363,app,FEST20
2025-08-05,2025-08-05 12:01:52,CUST000000002155,648508,2,2000000099552,1,INR,2277,5%,390,app,FEST20
2025-08-05,2025-08-05 19:43:22,CUST000000281564,648509,1,2000000404325,1,INR,4449,26%,397,app,
2025-08-05,2025-08-05 11:25:22,CUST000000245043,648510,1,2000000495804,1,INR,13409,13%,1395,app,
2025-08-05,2025-08-05 03:46:32,CUST000000217262,648511,1,2000000485928,1,USD,$200,0%,10,app,NEW10
2025-08-05,2025-08-05 03:46:32,CUST000000217262,648511,2,2000000065366,Two,USD,$39,18%,8,app,NEW10
2025-08-05,2025-08-05 01:59:56,CUST000000298573,648512,1,2000000248660,1,USD,$77,13%,9,app,
2025-08-05,2025-08-05 01:59:56,CUST000000298573,648512,2,2000000159652,1,USD,$348,14%,16,app,
2025-08-05,2025-08-05 01:59:56,CUST000000298573,648512,3,2000000107806,1,USD,$40,0%,2,app,
2025-08-05,2025-08-05 03:18:32,CUST000000090905,648513,1,2000000376981,1,USD,$28,25%,3,web,FEST20
2025-08-05,2025-08-05 03:18:32,CUST000000090905,648513,2,2000000484594,1,USD,$37,32%,2,web,FEST20
2025-08-05,2025-08-05 03:18:32,CUST000000090905,648513,3,2000000010076,1,USD,$19,22%,1,web,FEST20
2025-08-05,2025-08-05 13:10:27,CUST000000296276,648514,1,2000000472065,Two,INR,755,10%,163,web,
2025-08-05,2025-08-05 19:24:38,CUST000000135280,648515,1,2000000376080,1,GBP,156,0%,29,app,
2025-08-05,2025-08-05 19:24:38,CUST000000135280,648515,2,2000000431451,1,GBP,2,6%,1,app,
2025-08-05,2025-08-05 19:24:38,CUST000000135280,648515,3,2000000391182,Two,GBP,24,26%,5,app,
2025-08-05,2025-08-05 00:02:52,CUST000000103209,648516,1,2000000004075,3,AED,41,2%,7,app,
2025-08-05,2025-08-05 14:24:03,CUST000000131720,648517,1,2000000427331,3,USD,$160,5%,23,web,
2025-08-05,2025-08-05 09:00:12,CUST000000039852,648518,1,2000000483566,1,CAD,22,14%,3,app,
2025-08-05,2025-08-05 05:04:24,CUST000000000946,648519,1,2000000382609,1,INR,32345,9%,1470,web,
2025-08-05,2025-08-05 01:33:19,CUST000000274339,648520,1,2000000262055,1,INR,67044,7%,7449,web,NEW10
2025-08-05,2025-08-05 01:33:19,CUST000000274339,648520,2,2000000434230,1,INR,25733,7%,2867,web,NEW10
2025-08-05,2025-08-05 08:48:37,CUST000000288922,648521,1,2000000238487,1,GBP,5,18%,1,app,
2025-08-05,2025-08-05 22:07:54,CUST000000193374,648522,1,2000000248448,1,INR,5034,2%,593,app,FEST20
2025-08-05,2025-08-05 02:29:50,CUST000000264035,648523,1,2000000433936,Two,INR,2539,14%,525,web,
2025-08-05,2025-08-05 13:13:07,CUST000000290742,648524,1,2000000374468,1,INR,3351,23%,467,app,SAVE50
2025-08-05,2025-08-05 13:13:07,CUST000000290742,648524,2,2000000301280,Two,INR,9597,7%,2148,app,SAVE50
2025-08-05,2025-08-05 13:13:07,CUST000000290742,648524,3,2000000351186,1,INR,5461,8%,908,app,SAVE50
2025-08-05,2025-08-05 13:13:07,CUST000000290742,648524,4,2000000103228,4,INR,1821,7%,812,app,SAVE50
2025-08-05,2025-08-05 07:42:05,CUST000000208828,648525,1,2000000350554,1,INR,25023,10%,2694,web,
2025-08-05,2025-08-05 00:46:21,CUST000000017796,648526,1,2000000279190,1,INR,14049,6%,1580,web,NEW10
2025-08-05,2025-08-05 00:46:21,CUST000000017796,648526,2,2000000493350,1,INR,5440,8%,603,web,NEW10
2025-08-05,2025-08-05 08:03:16,CUST000000257658,648527,1,2000000268811,3,INR,233,17%,70,web,NEW10
2025-08-05,2025-08-05 14:39:07,CUST000000294364,648528,1,2000000051390,1,INR,16944,21%,671,web,
2025-08-05,2025-08-05 14:39:07,CUST000000294364,648528,2,2000000172118,1,INR,1365,9%,225,web,
2025-08-05,2025-08-05 12:59:53,CUST000000270478,648529,1,2000000435718,1,CAD,88,11%,10,app,
2025-08-05,2025-08-05 08:45:13,CUST000000216071,648530,1,2000000399591,1,INR,1411,7%,236,app,
2025-08-05,2025-08-05 10:37:03,CUST000000102739,648531,1,2000000454009,1,INR,40420,21%,5762,app,PRIME5
2025-08-05,2025-08-05 11:30:48,CUST000000214566,648532,1,2000000446431,1,INR,39919,13%,1733,web,FEST20
2025-08-05,2025-08-05 20:50:19,CUST000000150436,648533,1,2000000248134,Two,USD,$12,0%,2,app,
2025-08-05,2025-08-05 14:35:58,CUST000000141052,648534,1,2000000159065,1,INR,1440,0%,73,web,
2025-08-05,2025-08-05 14:35:58,CUST000000141052,648534,2,2000000089188,3,INR,2430,12%,768,web,
2025-08-05,2025-08-05 11:17:27,CUST000000067900,648535,1,2000000262987,1,INR,2259,15%,232,web,
2025-08-05,2025-08-05 14:52:40,CUST000000001195,648536,1,2000000038520,1,CAD,29,12%,4,web,
2025-08-05,2025-08-05 14:52:40,CUST000000001195,648536,2,2000000449104,Two,CAD,1016,5%,233,web,
2025-08-05,2025-08-05 14:52:40,CUST000000001195,648536,3,2000000003672,Two,CAD,32,0%,4,web,
2025-08-05,2025-08-05 14:52:40,CUST000000001195,648536,4,2000000142258,Two,CAD,537,4%,124,web,
2025-08-05,2025-08-05 14:52:40,CUST000000001195,648536,5,2000000029092,1,CAD,13,3%,2,web,
2025-08-05,2025-08-05 13:34:11,CUST000000154166,648537,1,2000000044385,1,INR,3801,3%,441,web,
2025-08-05,2025-08-05 13:14:17,CUST000000154475,648538,1,2000000388236,1,SGD,294,3%,35,app,
2025-08-05,2025-08-05 13:14:17,CUST000000154475,648538,2,2000000074276,1,SGD,226,14%,10,app,
2025-08-05,2025-08-05 13:14:17,CUST000000154475,648538,3,2000000219240,1,SGD,153,14%,24,app,
2025-08-05,2025-08-05 13:14:17,CUST000000154475,648538,4,2000000015989,1,SGD,531,23%,49,app,
2025-08-05,2025-08-05 01:00:48,CUST000000279367,648539,1,2000000134871,1,INR,3228,12%,342,app,FEST20
2025-08-05,2025-08-05 01:00:48,CUST000000279367,648539,2,2000000210216,1,INR,2815,5%,322,app,FEST20
2025-08-05,2025-08-05 01:00:48,CUST000000279367,648539,3,2000000096902,1,INR,49489,22%,1939,app,FEST20
2025-08-05,2025-08-05 01:00:48,CUST000000279367,648539,4,2000000243184,1,INR,914,0%,46,app,FEST20
2025-08-05,2025-08-05 05:57:53,CUST000000035380,648540,1,2000000391441,1,CAD,1534,21%,61,app,
2025-08-05,2025-08-05 11:02:00,CUST000000197503,648541,1,2000000219080,Two,INR,3374,8%,1113,web,FEST20
2025-08-05,2025-08-05 06:07:24,CUST000000183076,648542,1,2000000126012,1,USD,$209,9%,23,app,
2025-08-05,2025-08-05 06:07:24,CUST000000183076,648542,2,2000000408682,Two,USD,$12,8%,2,app,
2025-08-05,2025-08-05 06:07:24,CUST000000183076,648542,3,2000000476339,1,USD,$27,8%,4,app,
2025-08-05,2025-08-05 06:07:24,CUST000000183076,648542,4,2000000116761,1,USD,$54,1%,7,app,
2025-08-05,2025-08-05 04:38:21,CUST000000285833,648543,1,2000000131344,1,CAD,36,8%,2,app,
2025-08-05,2025-08-05 19:31:34,CUST000000104457,648544,1,2000000353401,1,AED,107,4%,6,app,
2025-08-05,2025-08-05 17:55:23,CUST000000193663,648545,1,2000000076157,1,GBP,104,22%,10,app,
2025-08-05,2025-08-05 03:42:05,CUST000000064477,648546,1,2000000304441,1,CAD,122,0%,7,app,SAVE50
2025-08-05,2025-08-05 03:42:05,CUST000000064477,648546,2,2000000224282,Two,CAD,705,8%,66,app,SAVE50
2025-08-05,2025-08-05 03:42:05,CUST000000064477,648546,3,2000000331119,Two,CAD,522,5%,120,app,SAVE50
2025-08-05,2025-08-05 03:42:05,CUST000000064477,648546,4,2000000360560,Two,CAD,1067,9%,235,app,SAVE50
2025-08-05,2025-08-05 00:17:58,CUST000000046896,648547,1,2000000359618,1,USD,$40,0%,5,app,
2025-08-05,2025-08-05 00:17:58,CUST000000046896,648547,2,2000000139067,1,USD,$52,3%,7,app,
2025-08-05,2025-08-05 00:17:58,CUST000000046896,648547,3,2000000372495,1,USD,$7,4%,1,app,
2025-08-05,2025-08-05 23:22:47,CUST000000232378,648548,1,2000000238760,1,INR,8508,2%,1002,web,
2025-08-05,2025-08-05 23:22:47,CUST000000232378,648548,2,2000000084534,1,INR,1833,11%,195,web,
2025-08-05,2025-08-05 23:22:47,CUST000000232378,648548,3,2000000057712,4,INR,847,12%,359,web,
2025-08-05,2025-08-05 23:22:47,CUST000000232378,648548,4,2000000413624,1,INR,7494,6%,847,web,
2025-08-05,2025-08-05 23:22:47,CUST000000232378,648548,5,2000000187358,1,INR,16469,0%,1977,web,
2025-08-05,2025-08-05 14:52:01,CUST000000032599,648549,1,2000000039879,Two,SGD,198,10%,18,web,
2025-08-05,2025-08-05 19:22:11,CUST000000005523,648550,1,2000000301594,1,USD,$206,19%,9,web,
2025-08-05,2025-08-05 20:14:38,CUST000000177155,648551,1,2000000251769,1,SGD,711,0%,129,web,PRIME5
2025-08-05,2025-08-05 20:11:47,CUST000000074395,648552,1,2000000344904,Two,INR,20049,14%,1730,app,FEST20
2025-08-05,2025-08-05 00:09:57,CUST000000168785,648553,1,2000000241715,4,INR,1199,1%,858,web,
2025-08-05,2025-08-05 01:49:09,CUST000000047397,648554,1,2000000013107,Two,INR,47906,13%,4172,app,
2025-08-05,2025-08-05 17:46:02,CUST000000073335,648555,1,2000000272634,1,GBP,71,14%,8,web,FEST20
2025-08-05,2025-08-05 17:46:02,CUST000000073335,648555,2,2000000447063,1,GBP,13,3%,2,web,FEST20
2025-08-05,2025-08-05 11:39:25,CUST000000221929,648556,1,2000000163109,4,GBP,9,9%,6,app,
2025-08-05,2025-08-05 14:42:24,CUST000000098942,648557,1,2000000128801,1,INR,33788,7%,1565,web,NEW10
2025-08-05,2025-08-05 04:36:30,CUST000000246506,648558,1,2000000238760,1,USD,$95,6%,11,app,NEW10
2025-08-05,2025-08-05 03:55:14,CUST000000124553,648559,1,2000000074429,1,INR,14984,0%,2698,web,
2025-08-05,2025-08-05 23:09:19,CUST000000086470,648560,1,2000000483627,1,INR,11662,7%,1305,web,
2025-08-05,2025-08-05 23:09:19,CUST000000086470,648560,2,2000000025247,Two,INR,3389,0%,1221,web,
2025-08-05,2025-08-05 19:57:40,CUST000000191288,648561,1,2000000495552,1,GBP,10,9%,2,app,
2025-08-05,2025-08-05 19:57:40,CUST000000191288,648561,2,2000000364421,1,GBP,2,2%,1,app,
2025-08-05,2025-08-05 19:57:40,CUST000000191288,648561,3,2000000024769,1,GBP,49,16%,8,app,
2025-08-05,2025-08-05 00:04:38,CUST000000282882,648562,1,2000000467351,1,SGD,684,15%,70,app,
2025-08-05,2025-08-05 14:58:05,CUST000000272284,648563,1,2000000371368,Two,INR,4823,12%,1023,web,
2025-08-05,2025-08-05 16:12:22,CUST000000038251,648564,1,2000000069982,1,GBP,6,7%,1,app,
2025-08-05,2025-08-05 20:52:56,CUST000000124687,648565,1,2000000479750,1,GBP,21,11%,3,app,
2025-08-05,2025-08-05 07:53:02,CUST000000163578,648566,1,2000000230443,1,INR,3230,20%,311,web,SAVE50
2025-08-05,2025-08-05 07:53:02,CUST000000163578,648566,2,2000000094724,1,INR,18766,15%,797,web,SAVE50
2025-08-05,2025-08-05 01:24:11,CUST000000013152,648567,1,2000000205519,1,GBP,41,13%,2,app,
2025-08-05,2025-08-05 15:31:58,CUST000000204788,648568,1,2000000446462,Two,AUD,31,2%,4,app,NEW10
2025-08-05,2025-08-05 02:52:22,CUST000000084847,648569,1,2000000113487,1,INR,2214,20%,212,app,FEST20
2025-08-05,2025-08-05 07:25:17,CUST000000146348,648570,1,2000000211466,1,USD,$769,8%,128,app,
2025-08-05,2025-08-05 07:25:17,CUST000000146348,648570,2,2000000280622,1,USD,$61,17%,7,app,
2025-08-05,2025-08-05 05:41:42,CUST000000023358,648571,1,2000000466989,4,INR,4366,11%,1859,app,
2025-08-05,2025-08-05 05:41:42,CUST000000023358,648571,2,2000000429564,1,INR,44433,0%,5333,app,
2025-08-05,2025-08-05 05:41:42,CUST000000023358,648571,3,2000000163444,1,INR,4706,15%,200,app,
2025-08-05,2025-08-05 05:41:42,CUST000000023358,648571,4,2000000113333,1,INR,1749,9%,80,app,
2025-08-05,2025-08-05 02:41:21,CUST000000011115,648572,1,2000000424231,1,USD,$26,17%,3,app,
2025-08-05,2025-08-05 02:41:21,CUST000000011115,648572,2,2000000363981,Two,USD,$69,2%,7,app,
2025-08-05,2025-08-05 04:42:58,CUST000000107491,648573,1,2000000475691,1,SGD,27,5%,4,app,
2025-08-05,2025-08-05 05:03:38,CUST000000084151,648574,1,2000000102306,1,GBP,821,7%,92,web,
2025-08-05,2025-08-05 15:04:57,CUST000000199842,648575,1,2000000490953,1,INR,1219,27%,107,web,PRIME5
2025-08-05,2025-08-05 21:02:00,CUST000000123331,648576,1,2000000326719,1,INR,13615,13%,1418,web,
2025-08-05,2025-08-05 21:02:00,CUST000000123331,648576,2,2000000288789,1,INR,971,14%,101,web,
2025-08-05,2025-08-05 21:02:00,CUST000000123331,648576,3,2000000134208,1,INR,1479,10%,67,web,
2025-08-05,2025-08-05 21:02:00,CUST000000123331,648576,4,2000000459196,Two,INR,1495,0%,150,web,
2025-08-05,2025-08-05 21:02:00,CUST000000123331,648576,5,2000000144214,1,INR,1029,12%,109,web,
2025-08-05,2025-08-05 04:50:41,CUST000000264940,648577,1,2000000324180,1,INR,44649,13%,4643,web,
2025-08-05,2025-08-05 18:57:29,CUST000000125876,648578,1,2000000062457,1,INR,1094,19%,45,app,
2025-08-05,2025-08-05 18:57:29,CUST000000125876,648578,2,2000000011547,1,INR,548,10%,25,app,
2025-08-05,2025-08-05 18:57:29,CUST000000125876,648578,3,2000000456263,1,INR,3801,9%,416,app,
2025-08-05,2025-08-05 15:43:38,CUST000000039646,648579,1,2000000425481,1,INR,466,0%,84,web,
2025-08-05,2025-08-05 15:43:38,CUST000000039646,648579,2,2000000371481,1,INR,779,5%,37,web,
2025-08-05,2025-08-05 20:55:45,CUST000000101095,648580,1,2000000137780,3,INR,1762,16%,223,app,
2025-08-05,2025-08-05 20:55:45,CUST000000101095,648580,2,2000000294643,4,INR,3423,7%,1527,app,
2025-08-05,2025-08-05 04:29:09,CUST000000058846,648581,1,2000000377926,1,INR,2032,7%,95,web,
2025-08-05,2025-08-05 19:58:56,CUST000000183369,648582,1,2000000342337,1,INR,7918,8%,365,app,
2025-08-05,2025-08-05 19:58:56,CUST000000183369,648582,2,2000000484730,1,INR,6568,6%,740,app,
2025-08-05,2025-08-05 09:19:06,CUST000000238409,648583,1,2000000180816,1,AED,576,2%,68,app,
2025-08-05,2025-08-05 09:19:06,CUST000000238409,648583,2,2000000133027,1,AED,360,8%,40,app,
2025-08-05,2025-08-05 09:19:06,CUST000000238409,648583,3,2000000258393,1,AED,254,0%,31,app,
2025-08-05,2025-08-05 21:37:18,CUST000000048955,648584,1,2000000234212,1,AUD,59,6%,7,app,FEST20
2025-08-05,2025-08-05 21:37:18,CUST000000048955,648584,2,2000000344812,Two,AUD,20,0%,5,app,FEST20
2025-08-05,2025-08-05 14:09:08,CUST000000014473,648585,1,2000000121345,1,USD,$4,8%,1,web,FEST20
2025-08-05,2025-08-05 08:53:48,CUST000000009716,648586,1,2000000126418,1,INR,8402,29%,297,web,
2025-08-05,2025-08-05 08:53:48,CUST000000009716,648586,2,2000000272351,1,INR,667,16%,68,web,
2025-08-05,2025-08-05 22:33:21,CUST000000214102,648587,1,2000000067810,1,INR,5455,0%,982,web,NEW10
2025-08-05,2025-08-05 22:33:21,CUST000000214102,648587,2,2000000139371,1,INR,568,6%,27,web,NEW10
2025-08-05,2025-08-05 04:51:25,CUST000000217135,648588,1,2000000475684,1,INR,1224,6%,138,app,FEST20
2025-08-05,2025-08-05 05:11:09,CUST000000292605,648589,1,2000000359090,1,INR,4010,0%,722,web,
2025-08-05,2025-08-05 19:33:53,CUST000000218495,648590,1,2000000065496,1,INR,489,8%,54,app,SAVE50
2025-08-05,2025-08-05 22:45:17,CUST000000164684,648591,1,2000000303277,Two,INR,17102,10%,5563,web,PRIME5
2025-08-05,2025-08-05 12:35:58,CUST000000150782,648592,1,2000000035741,1,INR,53889,22%,5055,app,
2025-08-05,2025-08-05 12:35:58,CUST000000150782,648592,2,2000000231686,1,INR,3592,8%,398,app,
2025-08-05,2025-08-05 12:35:58,CUST000000150782,648592,3,2000000001197,1,INR,90003,11%,4022,app,
2025-08-05,2025-08-05 20:43:42,CUST000000253375,648593,1,2000000091501,Two,INR,40704,11%,8698,app,PRIME5
2025-08-05,2025-08-05 20:43:42,CUST000000253375,648593,2,2000000449111,3,INR,935,5%,481,app,PRIME5
2025-08-05,2025-08-05 03:23:17,CUST000000006034,648594,1,2000000084305,1,INR,13621,10%,612,web,FEST20
2025-08-05,2025-08-05 03:23:17,CUST000000006034,648594,2,2000000433097,1,INR,987,0%,50,web,FEST20
2025-08-05,2025-08-05 03:23:17,CUST000000006034,648594,3,2000000424378,Two,INR,61526,8%,13636,web,FEST20
2025-08-05,2025-08-05 03:23:17,CUST000000006034,648594,4,2000000095219,1,INR,270,11%,13,web,FEST20
2025-08-05,2025-08-05 03:23:17,CUST000000006034,648594,5,2000000177588,Two,INR,1017,12%,90,web,FEST20
2025-08-05,2025-08-05 03:11:36,CUST000000142476,648595,1,2000000220031,1,USD,$1148,9%,53,app,FEST20
2025-08-05,2025-08-05 23:56:26,CUST000000084923,648596,1,2000000034492,1,AED,354,6%,17,web,NEW10
2025-08-05,2025-08-05 02:59:03,CUST000000055225,648597,1,2000000030920,1,INR,868,0%,157,app,
2025-08-05,2025-08-05 02:59:03,CUST000000055225,648597,2,2000000166551,1,INR,742,2%,131,app,
2025-08-05,2025-08-05 07:55:02,CUST000000026965,648598,1,2000000115542,1,INR,8203,27%,301,web,NEW10
2025-08-05,2025-08-05 03:55:48,CUST000000065417,648599,1,2000000320540,1,AUD,29,18%,3,app,
2025-08-05,2025-08-05 19:52:24,CUST000000086476,648600,1,2000000013022,1,INR,57206,14%,2458,app,
2025-08-05,2025-08-05 19:52:24,CUST000000086476,648600,2,2000000382272,1,INR,110272,1%,13084,app,
2025-08-05,2025-08-05 17:48:54,CUST000000219927,648601,1,2000000021225,1,INR,694,13%,31,web,
2025-08-05,2025-08-05 17:48:54,CUST000000219927,648601,2,2000000368276,1,INR,4913,10%,222,web,
2025-08-05,2025-08-05 17:48:54,CUST000000219927,648601,3,2000000411811,1,INR,9431,18%,389,web,
2025-08-05,2025-08-05 02:23:43,CUST000000250779,648602,1,2000000304953,1,INR,1657,6%,188,app,PRIME5
2025-08-05,2025-08-05 02:23:43,CUST000000250779,648602,2,2000000026954,1,INR,511,7%,58,app,PRIME5
2025-08-05,2025-08-05 22:39:22,CUST000000067964,648603,1,2000000118697,1,INR,2557,24%,98,web,
2025-08-05,2025-08-05 22:39:22,CUST000000067964,648603,2,2000000285474,1,INR,2450,7%,273,web,
2025-08-05,2025-08-05 22:39:22,CUST000000067964,648603,3,2000000489087,Two,INR,6018,6%,2043,web,
2025-08-05,2025-08-05 13:37:26,CUST000000110678,648604,1,2000000184036,1,AUD,21,18%,1,web,PRIME5
2025-08-05,2025-08-05 17:51:30,CUST000000005102,648605,1,2000000281513,1,GBP,31,12%,4,app,
2025-08-05,2025-08-05 21:36:18,CUST000000187307,648606,1,2000000238623,1,GBP,112,8%,13,web,
2025-08-05,2025-08-05 04:46:45,CUST000000098289,648607,1,2000000456102,Two,GBP,17,6%,2,app,
2025-08-05,2025-08-05 04:46:45,CUST000000098289,648607,2,2000000499772,1,GBP,620,5%,71,app,
2025-08-05,2025-08-05 07:00:02,CUST000000199802,648608,1,2000000198897,1,INR,603,11%,27,web,
2025-08-05,2025-08-05 18:17:44,CUST000000020329,648609,1,2000000307886,3,AED,24,10%,13,web,
2025-08-05,2025-08-05 02:52:09,CUST000000206064,648610,1,2000000419268,1,USD,$39,12%,5,app,
2025-08-05,2025-08-05 19:51:06,CUST000000016473,648611,1,2000000361994,1,INR,2789,0%,335,web,FEST20
2025-08-05,2025-08-05 19:51:06,CUST000000016473,648611,2,2000000353357,4,INR,6539,6%,2962,web,FEST20
2025-08-05,2025-08-05 19:51:06,CUST000000016473,648611,3,2000000220680,1,INR,3129,0%,157,web,FEST20
2025-08-05,2025-08-05 16:56:41,CUST000000009878,648612,1,2000000200194,1,INR,2066,0%,249,web,
2025-08-05,2025-08-05 11:29:59,CUST000000130549,648613,1,2000000047713,1,AED,3269,12%,516,web,
2025-08-05,2025-08-05 11:34:10,CUST000000153766,648614,1,2000000195124,1,INR,41222,12%,4354,app,
2025-08-05,2025-08-05 11:34:10,CUST000000153766,648614,2,2000000293899,1,INR,4332,12%,190,app,
2025-08-05,2025-08-05 01:17:34,CUST000000281382,648615,1,2000000437163,1,AUD,372,17%,16,app,
2025-08-05,2025-08-05 02:41:21,CUST000000023994,648616,1,2000000491981,1,SGD,104,0%,13,web,
2025-08-05,2025-08-05 19:29:21,CUST000000269237,648617,1,2000000012964,1,AUD,699,15%,108,app,
